company,latest_exit_date,deal_type,hq_location,normalized_company,founding_date,date_basis,source,confidence,score,status,wikidata_id,wikidata_label,notes
Makeswift,31-Oct-2023,Merger/Acquisition,"""Atlanta, GA""",makeswift,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Malizen,25-Nov-2025,Merger/Acquisition,"""Rennes, France""",malizen,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Malloy Aeronautics,31-Jan-2024,Merger/Acquisition,"""Berkshire, United Kingdom""",malloy aeronautics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mandiant,12-Sep-2022,Merger/Acquisition,"""Reston, VA""",mandiant,2004,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q5220519,Mandiant,hq=united states; desc=American cybersecurity firm
Mangoceuticals (NAS: MGRX),21-Mar-2023,IPO,"""Dallas, TX""",mangoceuticals,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MANTL,17-Mar-2025,Merger/Acquisition,"""Jersey City, NJ""",mantl,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
MapLight (NAS: MPLT),27-Oct-2025,IPO,"""Redwood City, CA""",maplight,2005-03,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q6753725,MapLight,hq=united states; desc=organization
Mapwize,02-Sep-2021,Merger/Acquisition,"""Lille, France""",mapwize,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mariana Oncology,02-May-2024,Merger/Acquisition,"""Watertown, MA""",mariana oncology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Marine Performance Systems,21-Mar-2023,Merger/Acquisition,"""Rotterdam, Netherlands""",marine performance systems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Markforged,14-Jul-2021,Reverse Merger,"""Waltham, MA""",markforged,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Marpai (PINX: MRAI),27-Oct-2021,IPO,"""Tampa, FL""",marpai,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Marqeta (NAS: MQ),09-Jun-2021,IPO,"""Oakland, CA""",marqeta,2010-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q97498243,Marqeta,hq=united states; desc=fintech company
Marrone Bio Innovations,12-Jul-2022,Merger/Acquisition,"""Raleigh, NC""",marrone bio innovations,2006,operating_founding,Wikidata,LOW,45,REVIEW,Q30285803,Marrone Bio Innovations (United States),"hq=united states; desc=company in Davis, United States"
Martin (Consulting Services (B2B)),16-Sep-2022,Merger/Acquisition,"""Cincinnati, OH""",martin (consulting services (b2b)),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MashMeGroup,29-Sep-2021,Merger/Acquisition,"""Madrid, Spain""",mashmegroup,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mashup Ireland (STO: MASHUP),23-Feb-2024,Merger/Acquisition,"""Waterford, Ireland""",mashup ireland,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Masten Space Systems,12-Sep-2022,Merger/Acquisition,"""Mojave, CA""",masten space systems,2004-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q3048991,Masten Space Systems,hq=united states; desc=American aerospace company
Match2One,30-Sep-2021,Merger/Acquisition,"""Stockholm, Sweden""",match2one,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MatchBio,01-Jan-2024,Buyout/LBO,"""London, United Kingdom""",matchbio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Material Intellect,15-Apr-2022,Merger of Equals,"""Houston, TX""",material intellect,,,Wikidata,NONE,20,NO_MATCH,Q10303031,passive intellect,hq=united states; aliases=potential intellect|material intellect; desc=term used in philosophy
"""Matrix (Electronic, Equipment, and Instruments)""",23-Feb-2021,Merger/Acquisition,"""Miami Beach, FL""",matrix (electronic equipment and instruments),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MATRIXX Software,03-Feb-2026,Merger/Acquisition,"""Saratoga, CA""",matrixx software,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Matter (Financial Services),18-Aug-2025,Merger/Acquisition,"""Copenhagen, Denmark""",matter (financial services),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Matterport,22-Jul-2021,Reverse Merger,"""Sunnyvale, CA""",matterport,2011-06-17,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q107520260,Matterport,"hq=united states; aliases=Matterport Inc.|Matterport, Inc.|MTTR; desc=American multinational corporation in scanning physical spaces"
Matthew Kenney,27-May-2021,Merger/Acquisition,"""Santa Monica, CA""",matthew kenney,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mavely,01-Apr-2021,Merger/Acquisition,"""Chicago, IL""",mavely,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Maven Wireless (STO: MAVEN),10-Jun-2021,IPO,"""Kista, Sweden""",maven wireless,2019-01-15,operating_founding,Wikidata,LOW,45,REVIEW,Q131634882,Maven Wireless Sweden Ab,hq=sweden
Maverick Therapeutics,01-Oct-2021,Merger/Acquisition,"""Brisbane, CA""",maverick therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mawson Infrastructure Group (NAS: MIGI),17-Mar-2021,Reverse Merger,"""Midland, PA""",mawson infrastructure,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Maxbone,06-Apr-2023,Merger/Acquisition,"""Los Angeles, CA""",maxbone,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Maxeler Technologies,01-Mar-2022,Merger/Acquisition,"""Lewes, DE""",maxeler technologies,,,Wikidata,NONE,45,NO_MATCH,Q30282986,Maxeler Technologies (United Kingdom),"hq=united states; desc=company in London, United Kingdom"
Maximum Games,29-Nov-2021,Merger/Acquisition,"""Walnut Creek, CA""",maximum games,2009-00-00,operating_founding,Wikidata,HIGH,90,LIKELY_MATCH,Q6795851,Maximum Games,hq=united states; aliases=Global Software Publishing Ltd.|Global Software Publishing|Maximum Games Ltd; desc=video game publisher and distributor
Mayht,11-Apr-2022,Merger/Acquisition,"""Nieuw-Vennep, Netherlands""",mayht,,,Wikidata,NONE,45,NO_MATCH,Q140377701,Mayht Holding B.V.,hq=netherlands
Maza,24-Apr-2025,Merger/Acquisition,"""Los Angeles, CA""",maza,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Maze Therapeutics (NAS: MAZE),30-Jan-2025,IPO,"""South San Francisco, CA""",maze therapeutics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MBX Biosciences (NAS: MBX),13-Sep-2024,IPO,"""Carmel, IN""",mbx biosciences,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MDLive,19-Apr-2021,Merger/Acquisition,"""Miramar, FL""",mdlive,2009,operating_founding,Wikidata,LOW,45,REVIEW,Q6715159,MDLiveCare,hq=united states
MDsave,27-Sep-2023,Merger/Acquisition,"""Brentwood, TN""",mdsave,2012-06,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q28446455,MDsave,hq=united states; desc=healthcare ecommerce company
Measure (Business/Productivity Software),01-Apr-2021,Merger/Acquisition,"""Washington, DC""",measure (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Measure Global,19-Apr-2021,Merger/Acquisition,"""Washington, DC""",measure global,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MeasureOne,22-Jun-2023,Buyout/LBO,"""San Francisco, CA""",measureone,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Meati,07-May-2025,Merger/Acquisition,"""Boulder, CO""",meati,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Meatless Farm,20-Jun-2023,Merger/Acquisition,"""Leeds, United Kingdom""",meatless farm,,,Wikidata,NONE,70,NO_MATCH,Q104860016,Meatless Farm,hq=united kingdom; desc=U.K. company making plant-based meat substitutes
MedApp,26-Mar-2021,Merger/Acquisition,"""Eindhoven, Netherlands""",medapp,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MedAware Systems,11-Apr-2023,Merger/Acquisition,"""Broomfield, CO""",medaware systems,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MedCurrent,04-Oct-2024,Merger/Acquisition,"""Toronto, Canada""",medcurrent,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MediaCrossing,30-Nov-2021,Merger/Acquisition,"""Stamford, CT""",mediacrossing,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Medicx,24-Oct-2023,Merger/Acquisition,"""Scottsdale, AZ""",medicx,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MediGO (Healthcare Technology Systems),21-Jul-2023,Merger/Acquisition,"""Baltimore, MD""",medigo (healthcare technology systems),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mednow.ca (PINX: MDNWF),09-Mar-2021,IPO,"""Toronto, Canada""",mednowca,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Meds Apotek (STO: MEDS),23-Sep-2025,IPO,"""Stockholm, Sweden""",meds apotek,2017-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q136564335,Meds Apotek,hq=sweden
MedServe,22-Mar-2021,Buyout/LBO,"""Milwaukee, WI""",medserve,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MedShape,26-Apr-2021,Merger/Acquisition,"""Atlanta, GA""",medshape,,,Wikidata,NONE,45,NO_MATCH,Q30283027,MedShape (United States),"hq=united states; desc=company in Atlanta, United States"
Meetrics,31-Aug-2021,Merger/Acquisition,"""Berlin, Germany""",meetrics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Melio,15-Oct-2025,Merger/Acquisition,"""New York, NY""",melio,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Meller,12-Jul-2025,Merger/Acquisition,"""Barcelona, Spain""",meller,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mellitus Health,14-Jun-2022,Merger/Acquisition,"""Beverly Hills, CA""",mellitus health,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Melon (Entertainment Software),04-May-2023,Merger/Acquisition,"""Orlando, FL""",melon (entertainment software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Memfault,01-Jul-2025,Merger/Acquisition,"""San Francisco, CA""",memfault,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Mendell Helium (NEXX: VOY),30-Jun-2021,IPO,"""Perth, United Kingdom""",mendell helium,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Mercatus,01-Sep-2021,Merger/Acquisition,"""San Mateo, CA""",mercatus,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
MergeBase,27-Jun-2024,Merger/Acquisition,"""Coquitlam, Canada""",mergebase,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mersana Therapeutics,06-Jan-2026,Merger/Acquisition,"""Cambridge, MA""",mersana therapeutics,2001,operating_founding,Wikidata,LOW,45,REVIEW,Q104481119,Mersana Therapeutics (United States),"hq=united states; desc=company in Cambridge, United States"
Merus,12-Dec-2025,Merger/Acquisition,"""Utrecht, Netherlands""",merus,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Merus Power (HEL: MERUS),08-Jun-2021,IPO,"""Yl�j�rvi, Finland""",merus power,,,Wikidata,NONE,70,NO_MATCH,Q126163433,Merus Power,hq=finland
Mesa Biotech,25-Feb-2021,Merger/Acquisition,"""San Diego, CA""",mesa biotech,2008,operating_founding,Wikidata,LOW,45,REVIEW,Q30271680,Mesa Biotech (United States),"hq=united states; desc=company in San Diego, United States"
Mesa Cloud,15-Feb-2023,Merger/Acquisition,"""Austin, TX""",mesa cloud,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MesDocteurs,16-May-2022,Merger/Acquisition,"""Aubagne, France""",mesdocteurs,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Metabolic Nordic,19-May-2021,IPO,"""Malmo, Sweden""",metabolic nordic,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Metabolomic Diagnostics,24-Sep-2024,Merger/Acquisition,"""Little Island, Ireland""",metabolomic diagnostics,,,Wikidata,NONE,45,NO_MATCH,Q91610862,Metabolomic diagnostics and human digital image,hq=ireland; desc=scientific article published on 15 February 2019
Metaco,17-May-2023,Merger/Acquisition,"""Lausanne, Switzerland""",metaco,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Metagenomi Therapeutics (NAS: MGX),09-Feb-2024,IPO,"""Emeryville, CA""",metagenomi therapeutics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Metal Casino,02-Apr-2024,Merger/Acquisition,"""Ta' Xbiex, Malta""",metal casino,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Metamorphic,14-Nov-2024,Merger/Acquisition,"""Stavanger, Norway""",metamorphic,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Methinks (Business/Productivity Software),23-Jun-2022,Merger/Acquisition,"""Mountain View, CA""",methinks (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Metria,01-Apr-2022,Merger/Acquisition,"""Stockholm, Sweden""",metria,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Metro Bank (LON: MTRO),03-Nov-2023,Merger/Acquisition,"""London, United Kingdom""",metro bank,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Metromile,09-Feb-2021,Reverse Merger,"""San Francisco, CA""",metromile,,,Wikidata,NONE,70,NO_MATCH,Q20714597,Metromile,hq=united states; desc=technology start-up based in San Francisco
Metsera,31-Jan-2025,IPO,"""New York, NY""",metsera,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mevo (Electronics (B2C)),17-Feb-2021,Merger/Acquisition,"""Brooklyn, NY""",mevo (electronics (b2c)),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MGO Global,13-Jan-2023,IPO,"""Fort Lauderdale, FL""",mgo global,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Miata Metals (CNQ: MMET),20-Jul-2023,IPO,"""Vancouver, Canada""",miata metals,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MicaSense,27-Jan-2021,Merger/Acquisition,"""Seattle, WA""",micasense,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Micro-LAM,29-Jul-2025,Merger/Acquisition,"""Portage, MI""",micro-lam,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MicroSalt (LON: SALT),01-Feb-2024,IPO,"""West Palm Beach, FL""",microsalt,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Midori Animal Health,27-Jul-2021,Merger/Acquisition,"""Cambridge, MA""",midori animal health,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mighty Plants,02-May-2022,Merger/Acquisition,"""Dawlish, United Kingdom""",mighty plants,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mijem (CNQ: MJEM.X),10-Jan-2022,IPO,"""Toronto, Canada""",mijem,2023-07-24,operating_founding,Wikidata,LOW,45,REVIEW,Q131657680,Mijem Ébénisterie,hq=canada
Miles Space,17-Jan-2024,Merger/Acquisition,"""Tampa, FL""",miles space,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Military Metals (CNQ: MILI),30-Jun-2022,IPO,"""Vancouver, Canada""",military metals,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Million Studio,06-Mar-2023,Merger/Acquisition,"""Boston, MA""",million studio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mimosa Networks,11-Aug-2023,Merger/Acquisition,"""Santa Clara, CA""",mimosa networks,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Minalyze,22-Sep-2023,Merger/Acquisition,"""Goeteborg, Sweden""",minalyze,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MindBeacon,14-Jan-2022,Merger/Acquisition,"""Toronto, Canada""",mindbeacon,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mindleap Health,12-Dec-2022,Merger/Acquisition,"""Vancouver, Canada""",mindleap health,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Minehub Technologies (TSX: MHUB),07-Sep-2021,IPO,"""Vancouver, Canada""",minehub technologies,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MineralTree,18-Oct-2021,Merger/Acquisition,"""Boston, MA""",mineraltree,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MineralWare,02-May-2022,Merger/Acquisition,"""Fort Worth, TX""",mineralware,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mineralys (NAS: MLYS),09-Feb-2023,IPO,"""Radnor, PA""",mineralys,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Minerva (Therapeutic Devices) (PINX: UTRS),26-Oct-2021,IPO,"""Santa Clara, CA""",minerva (therapeutic devices),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mingl (Business/Productivity Software),08-Mar-2021,Merger/Acquisition,"""Oslo, Norway""",mingl (business/productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Minna Technologies,01-Nov-2024,Merger/Acquisition,"""Gothenburg, Sweden""",minna technologies,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mipsology,24-Aug-2023,Merger/Acquisition,"""Palaiseau, France""",mipsology,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mir,09-Dec-2021,Merger/Acquisition,"""Richmond, CA""",mir,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mira Beauty,01-Nov-2021,Merger/Acquisition,"""San Francisco, CA""",mira beauty,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MIRA Pharmaceuticals (NAS: MIRA),03-Aug-2023,IPO,"""Baltimore, MD""",mira pharmaceuticals,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mirametrix,12-Nov-2021,Merger/Acquisition,"""Montreal, Canada""",mirametrix,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MIRO Analytical,02-Oct-2023,Merger/Acquisition,"""Wallisellen, Switzerland""",miro analytical,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MiroBio,20-Sep-2022,Merger/Acquisition,"""Oxford, United Kingdom""",mirobio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Miromatrix Medical,24-Jun-2021,IPO,"""Eden Prairie, MN""",miromatrix medical,2009,operating_founding,Wikidata,LOW,45,REVIEW,Q43895774,Miromatrix Medical (United States),"hq=united states; desc=company in Eden Prairie, United States"
Miso Tasty,02-Jun-2023,Merger/Acquisition,"""Greenford, United Kingdom""",miso tasty,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mister Spex (FRA: MRX),02-Jul-2021,IPO,"""Berlin, Germany""",mister spex,2007-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q27313697,Mister Spex,hq=germany; desc=German optician chain
Mitokinin,04-Oct-2023,Merger/Acquisition,"""San Francisco, CA""",mitokinin,2017,operating_founding,Wikidata,LOW,45,REVIEW,Q106411723,Mitokinin (United States),"hq=united states; desc=company in San Francisco, United States"
MixComm,01-Feb-2022,Merger/Acquisition,"""Chatham, NJ""",mixcomm,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MK Decision,10-Sep-2021,Merger/Acquisition,"""San Diego, CA""",mk decision,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
ML Genius Holdings,16-Sep-2021,Merger/Acquisition,"""Santa Monica, CA""",ml genius,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
MNTN (NYS: MNTN),22-May-2025,IPO,"""Austin, TX""",mntn,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mobcrush,01-Jun-2021,Merger/Acquisition,"""Santa Monica, CA""",mobcrush,,,Wikidata,NONE,45,NO_MATCH,Q114712997,Mobcrush Raises $20M for Live Streaming of Games,"hq=united states; desc=Wall Street Journal article (October 25, 2016)"
Mobile reCell,22-Jan-2024,Merger/Acquisition,"""Fishers, IN""",mobile recell,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Mobile Vikings,01-Jun-2021,Merger/Acquisition,"""Hasselt, Belgium""",mobile vikings,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
MobileSoft,21-Mar-2023,Merger/Acquisition,"""Rome, Italy""",mobilesoft,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Mobius Therapeutics,16-May-2025,Merger/Acquisition,"""Saint Louis, MO""",mobius therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Mobix Labs (NAS: MOBX),21-Dec-2023,Reverse Merger,"""Irvine, CA""",mobix labs,2020-00-00,operating_founding,Wikidata,MEDIUM,70,REVIEW,Q111450274,Mobix Labs,hq=united states; desc=fabless semiconductor company in Irvine California
Mode (Business Productivity Software),19-Jul-2023,Merger/Acquisition,"""San Francisco, CA""",mode (business productivity software),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Modera (TAL: MODE),15-Oct-2021,IPO,"""Tallinn, Estonia""",modera,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Modern Fertility,19-May-2021,Merger/Acquisition,"""San Francisco, CA""",modern fertility,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Modern Times Beer,04-Nov-2022,Merger/Acquisition,"""San Diego, CA""",modern times beer,,,Wikidata,NONE,70,NO_MATCH,Q140204677,Modern Times Beer,hq=united states; desc=brewery in the United States
Modern Water,15-Jan-2021,Merger/Acquisition,"""Sand Hutton, United Kingdom""",modern water,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
ModeX Therapeutics,09-May-2022,Merger/Acquisition,"""Natick, MA""",modex therapeutics,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Modifi Bio,15-Oct-2024,Merger/Acquisition,"""New Haven, CT""",modifi bio,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Modus (Media and Information Services (B2B)),20-Jul-2023,Merger/Acquisition,"""Minneapolis, MN""",modus (media and information services (b2b)),,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Modus Therapeutics (STO: MODTX),22-Jul-2021,IPO,"""Stockholm, Sweden""",modus therapeutics,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
Moka (Montreal),04-May-2021,Merger/Acquisition,"""Montreal, Canada""",moka (montreal),,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
Molecubes,17-Nov-2021,Merger/Acquisition,"""Gent, Belgium""",molecubes,,,Wikidata,NONE,70,NO_MATCH,Q1943381,Molecubes,hq=belgium; desc=collection of modular robots
Molecular Assemblies,23-Jan-2025,Merger/Acquisition,"""San Diego, CA""",molecular assemblies,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Molecular Science,08-Jul-2021,Merger/Acquisition,"""Scarborough, Canada""",molecular science,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Molotov,06-Dec-2021,Merger/Acquisition,"""Paris, France""",molotov,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
MOMA,06-Dec-2021,Merger/Acquisition,"""Milton Keynes, United Kingdom""",moma,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Momentus (NAS: MNTS),12-Aug-2021,Reverse Merger,"""San Jose, CA""",momentus,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Monese,09-Oct-2024,Merger/Acquisition,"""London, United Kingdom""",monese,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
MoneyLion,22-Sep-2021,Reverse Merger,"""New York, NY""",moneylion,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 404: Not Found
Monk AI,22-Feb-2022,Merger/Acquisition,"""Paris, France""",monk ai,,,Wikidata,NONE,0,NO_MATCH,,,No Wikidata search results
monoDrive,23-Apr-2021,Merger/Acquisition,"""Austin, TX""",monodrive,,,Wikidata,ERROR,0,ERROR,,,HTTP Error 429: Too Many Requests
